"LN","Price","STAT","Address","AR","City","CNTY","BR","BAF","BAH","YR","ZIP","ELEM","MS","HS","LA - Agt Name","LA - Phone"
"8117887","$464,900","A","2135 Capers Dr","74","Marietta","Cobb","3","3","1","2017","30064","Chtham Hil","Pine Mnt","Knnsaw Mtn","Michelle Whiting","Phone: 770-655-1123"
"8126893","$469,000","A","290 Boulder Dr","13","Roswell","Fulton","6","4","1","1986","30075-4159","Roswell N","Crabapple","Roswell","Sue M Feagin","Phone: 404-210-7184"
"8135338","$469,900","A","1521 Canfield Ln","81","Marietta","Cobb","5","4","0","2016","30066","Addison","Simpson","Sprayberry","Bob Brandl",
"8117633","$469,900","A","510 Hancock Ct","171","Fayetteville","Fayette","4","3","1","2003","30215-2887","S H Minter","Whitewater","Whitewater","Dave Edmondson","Phone: 770-241-9948"
"8120661","$469,900","A","2497 Monta Way","62","Hoschton","Gwinnett","5","4","0","2017","30548-3213","Duncan Crk","F N Osborn","Mill Creek","Theresa Dunney","Phone: 770-527-1461"
"8114010","$470,000","A","1451 Holly Bank Cir","121","Dunwoody","DeKalb","4","2","1","1972","30338-3324","Austin","Peachtree","Dunwoody","Mike Toltzis","Phone: 404-376-9135"
"8121962","$474,900","A","306 Grovewood Ln","171","Peachtree City","Fayette","6","3","1","1999","30269","Crabapple","Booth","Mcintosh","Lisa Durden","Phone: 7702415722ext. 104"
"8121768","$474,900","A","3999 Brintons Ml","82","Marietta","Cobb","5","3","0","1979","30062","Timber Rdg","Dodgen","Pope","Todd Deisz","Phone: 7708518869"
"8121843","$475,000","A","5868 Vel Ct","72","Mableton","Cobb","6","5","0","2002","30126","Harmony","Lindley","Pebblebrk","Alex Worrell","Phone: 404-630-5900"
"8119173","$475,000","A","1405 Woodland Trce","221","Cumming","Forsyth","4","4","1","1999","30041","Daves Crk","Piney Grv","S Forsyth","Melissa L Swayne","Phone: 770-475-0505"
"8114113","$475,000","A","317 Stowers Dr","111","Canton","Cherokee","3","2","0","1984","30114-7231","Clayton","Teasley","Cherokee","Joyce Fahl","Phone: 7705964481"
"8115461","$475,000","A","1764 Cloverhurst Ln","74","Kennesaw","Cobb","5","4","0","2012","30152-4104","Bullard","McClure","Knnsaw Mtn","Mark Naffziger","Phone: 678-631-1892"
"8135347","$479,900","A","1529 Canfield Ln","81","Marietta","Cobb","5","4","0","2016","30066","Addison","Simpson","Sprayberry","Bob Brandl",
"8114320","$481,990","A","614 Baybrook Way","113","Canton","Cherokee","5","4","0","2017","30115","Macedonia","Creekland","Creekview","Mark Spain","Phone: 7708869000"
"8118381","$482,422","A","2345 Cassidy Rd","221","Cumming","Forsyth","5","4","0","2017","30041","Daves Crk","Lakeside","S Forsyth","Robert B Shepherd","Phone: 404-202-2884"
"8119707","$482,422","A","2305 Cassidy Rd","221","Cumming","Forsyth","5","4","0","2017","30041","Daves Crk","Lakeside","S Forsyth","Robert B Shepherd","Phone: 404-202-2884"
"8118514","$482,990","A","1760 Glenhaven Cv","63","Lawrenceville","Gwinnett","4","3","1","2016","30043","Jackson","NorthBrook","Pchtr. Rdg","Mark Spain","Phone: 7708869000"
"8117891","$484,900","A","378 Hotchkiss Ln","73","Marietta","Cobb","3","3","0","2017","30064","Chtham Hil","Pine Mnt","Knnsaw Mtn","Michelle Whiting","Phone: 770-655-1123"
"8115187","$485,000","A","2825 Gatlin Way","221","Cumming","Forsyth","5","4","0","2013","30041","Haw Creek","Lakeside","S Forsyth","The Cowan Connection",
"8113517","$487,900","A","217 Woodridge Ter","111","Canton","Cherokee","3","2","0","2016","30114","Canton","Teasley","Cherokee","Anthony Weber","Phone: 770-919-8709"
"8123140","$489,000","A","178 Lakeside Dr","111","Waleska","Cherokee","5","4","1","2007","30183","R M Moore","Teasley","Cherokee","Susan H Ayers","Phone: 678-344-1600"
"8122430","$489,900","A","4970 Edgemoore Trce","222","Cumming","Forsyth","5","4","1","2017","30040","Whitlow","Vickery Cr","W. Forsyth","Shirley Gary","Phone: 4042134299"
"8126090","$489,900","A","1075 Meadow Grass Ln","73","Powder Springs","Cobb","4","3","2","2006","30127","Kemp","Lovinggood","Hillgrove","Brenda S Perry","Phone: 404-663-6684ext. 767"
"8125774","$490,000","A","302 Ewelle Ct","113","Canton","Cherokee","4","3","1","2004","30115","Avery","Creekland","Creekview","Penny Clendaniel","Phone: 678-232-5686"
"8116618","$493,000","A","502 Towneside Ln","74","Marietta","Cobb","5","5","0","2004","30064-1306","Hayes","Pine Mnt","Knnsaw Mtn","Hicks Malonson","Phone: 770-315-9440ext. 324"
"8123773","$494,500","A","2340 Logan Cir","51","Brookhaven","DeKalb","3","2","1","1994","30319","Ashford Pk","Chamblee","Chamblee","Bradford Smith","Phone: 404-210-4141"
"8120318","$495,000","A","4739 Glade Farm Rd","262","Gainesville","Hall","3","4","0","1985","30506","Wauka Mnt","NHall","North Hall","Charles C Walls","Phone: 678-617-8602"
"8128572","$497,296","A","6303 Granbury Walk","74","Acworth","Cobb","4","3","1","2017","30101","Pickett Ml","Durham","Allatoona","Dwayne Edde","Phone: 7704039240ext. 0"
"8115719","$498,000","A","293 Park Haven Ln","171","Tyrone","Fayette","5","4","0","2014","30290","R J Burch","Flat Rock","Sandy Crk","Kay Fulp","Phone: 678-614-4877"
"8143718","$498,661","A","5005 Rathwood","73","Powder Springs","Cobb","4","3","1","2017","30127","Kemp","Lost Mtn","Hillgrove","Denise Stamps-Auston","Phone: 404-388-9580"
"8127033","$499,000","A","15750 Henderson Dr","13","Milton","Fulton","5","4","1","1970","30004","Birm Falls","Hopewell","Cambridge","Mark Stevenson","Phone: 404-593-4898"
"8125970","$499,000","A","9500 Huntcliff Trce","131","Atlanta","Fulton","6","4","1","1978","30350-2612","Ison Sprgs","Sndy Sprg","N Springs","Mark Stevenson","Phone: 404-593-4898"
"8119627","$499,000","A","4620 McCoy Cir","223","Cumming","Forsyth","3","2","1","1988","30040","Coal Mtn","N Forsyth","N Forsyth","Sue L Jones","Phone: 770-654-7193"
"8124181","$499,000","A","4310 Tivoli Way","222","Alpharetta","Forsyth","5","4","0","2008","30004","Sawnee","Liberty","W. Forsyth","Frances D Tubbs","Phone: 7708466941ext. 0"
"8122103","$499,000","A","312 Red Gate Overlook","113","Canton","Cherokee","5","4","1","1999","30115","Macedonia","Creekland","Creekview","Becky Godbee","Phone: 678-449-5206"
"8113853","$499,703","A","3418 Lily Magnolia Ct","62","Buford","Gwinnett","5","4","0","2017","30519","Buford","Buford","Buford","Tamra J Wade","Phone: 6788042595"
"8121864","$499,900","A","1993 N Decatur Rd","52","Atlanta","DeKalb","5","3","0","1940","30307","Fernbank","Druid Hill","Druid Hlls","Jim Jarboe","Phone: 404-538-0801"
"8135345","$499,900","A","1526 Canfield","81","Marietta","Cobb","5","4","0","2016","30066","Addison","Simpson","Sprayberry","Bob Brandl",
"8124195","$499,995","A","4627 Chartwell Chase","264","Flowery Branch","Hall","5","4","0","2004","30542","Chic Woods","South Hall","Johnson","Mark A Tidwell","Phone: 678-394-3200"
"8121675","$500,000","A","4361 Wigley Presrve","81","Marietta","Cobb","4","2","1","2013","30066-2447","Davis","Mabry","Lassiter","Jayson Janney","Phone: 4044837089ext. 3291"
"8118050","$500,000","A","9370 Raldon","224","Gainesville","Forsyth","3","3","1","1962","30506","Chestatee","Littl Mill","N Forsyth","Michael W Minihan","Phone: 404-326-4010"
"8125725","$500,000","A","374 Mount Vernon Hwy","132","Atlanta","Fulton","4","3","0","1955","30328","Heards Fry","Ridgeview","Riverwood","Benjamin J Heidenreich","Phone: 4044994588"
"8114784","$506,314","A","1685 Secretariat Gait Way","221","Suwanee","Forsyth","5","4","0","2017","30024","Settles Br","Riverwatch","Lambert","Peter Danos","Phone: 770-840-0232"
"8122824","$509,000","A","1540 Rutland Pkwy","221","Cumming","Forsyth","5","4","0","2012","30041","Shiloh Pt","Piney Grv","S Forsyth","Rhonda Duffy","Phone: 6783183613"
"8121252","$510,900","A","2142 Capers Dr","74","Marietta","Cobb","2","3","1","2017","30064","Chtham Hil","Pine Mnt","Knnsaw Mtn","Michelle Whiting","Phone: 770-655-1123"
"8121936","$514,900","A","1595 Northcliff Trce","14","Roswell","Fulton","6","5","1","1986","30076-3295","River Eves","Holcomb Br","Centennial","Scott Swanson","Phone: 404-644-4224"
"8124298","$514,900","A","935 Golf View Ct","63","Dacula","Gwinnett","5","5","0","2000","30019-6731","Dacula","Dacula","Dacula","Lynda Butler","Phone: 678-733-2226"
"8127774","$514,900","A","2970 Roxburgh Dr","14","Roswell","Fulton","6","3","2","1980","30076-2427","Northwood","Haynes Br","Centennial","Cathy Treible","Phone: 770-778-7652"
"8155879","$519,900","A","2687 Sardis Way","62","Buford","Gwinnett","4","3","1","2017","30519","Ivy Creek","G C Jones","Mill Creek","Bret Muetzelfeld","Phone: 6786651266"
"8120896","$519,900","A","3360 Riverwalk Way","222","Cumming","Forsyth","5","4","0","2015","30040","Sawnee","Liberty","W. Forsyth","Stefanie Bloom","Phone: 404-821-9807"
"8118278","$519,900","A","983 Azalee Wharton Ave","22","Atlanta","Fulton","5","3","1","2017","30318","Rivers","Sutton","N Atl","Valorie Price","Phone: 7706556183"
"8125726","$519,990","A","3295 Sundew Dr","74","Acworth","Cobb","6","5","1","2013","30101-6989","Frey","Durham","Allatoona","Lisa Brennan","Phone: 770-529-6383"
"8115006","$520,000","A","2455 Weber Heights","62","Buford","Gwinnett","5","4","1","2006","30519","Ivy Creek","G C Jones","Mill Creek","Anantpal S Makkar","Phone: 4049542289"
"8114520","$520,000","A","260 Mossy Way","74","Kennesaw","Cobb","5","4","1","1988","30152","Due West","Lost Mtn","Harrison","Jane Warring","Phone: 404-844-4977"
"8116992","$521,497","A","535 Blackwell Bnd","222","Alpharetta","Forsyth","5","4","1","2017","30004","Midway","Desana","W. Forsyth","Tamra J Wade","Phone: 6788042595"
"8125344","$523,000","A","6930 Cordery Rd","222","Cumming","Forsyth","3","3","1","2006","30040","Vickery Cr","Vickery Cr","W. Forsyth","Cindy Komar","Phone: 770-235-9032"
"8115804","$524,000","A","2609 Leslie Dr","52","Atlanta","DeKalb","4","3","1","1969","30345-1533","Hendersn M","Henderson","Lakeside","Jennifer Falk",
"8122855","$524,000","A","2130 Allgood Rd","82","Marietta","Cobb","3","2","0","1972","30062-2707","Kincaid","Simpson","Sprayberry","Kiril Zugloff","Phone: 404-579-5889"
"8119758","$524,900","A","2728 Kelly Cove Dr","62","Buford","Gwinnett","5","5","1","2006","30519-3475","Ivy Creek","G C Jones","Mill Creek","Renee S Wickowski","Phone: 404-931-0888"
"8127272","$524,900","A","565 Heron Run Ct","13","Milton","Fulton","5","4","0","2001","30004","Cogburn Wd","Hopewell","Cambridge","Atlanta Sold Sisters","Phone: 404-334-3045"
"8127318","$524,900","A","2460 Green Mountain Dr","62","Braselton","Gwinnett","3","3","0","2017","30517","Duncan Crk","F N Osborn","Mill Creek","Suzanne M Burgner","Phone: 404-202-9531"
"8114187","$524,900","A","1778 Farmland Dr","74","Acworth","Cobb","5","5","0","2017","30101","Ford","Durham","Harrison","Karen Hughes","Phone: 770-722-4188"
"8113819","$525,000","A","282 Goza Rd","171","Fayetteville","Fayette","4","4","0","2010","30215","Inman","Whitewater","Whitewater","Carolyn Schmalenberger","Phone: 404-558-8840ext. 333"
"8120957","$525,000","A","776 Arnold Mill Rd","113","Woodstock","Cherokee","5","4","1","2004","30188","Arnld Mill","Mill Creek","River Rdg","Cindy Fox","Offc: 770-977-9500"
"8126059","$525,833","A","7550 Cordery Rd","222","Cumming","Forsyth","5","4","0","2016","30040","Vickery Cr","Vickery Cr","W. Forsyth","Mark Spain","Phone: 7708869000"
"8129091","$526,740","A","4031 Lavender","261","Gainesville","Hall","3","2","1","2015","30504","Mcever","Wt Hall","West Hall","Charles MacPhee Jr.","Phone: 404-234-7286"
"8124593","$529,000","A","4340 May Apple Dr","14","Alpharetta","Fulton","5","4","0","1991","30005","Creek View","Webb Br","Alpharetta","Amy G Herington","Phone: 404-545-0149"
"8115816","$529,000","A","2681 Sardis Way","62","Buford","Gwinnett","5","5","1","2016","30518","Ivy Creek","G C Jones","Mill Creek","Mimi R Schlenker","Phone: 404-271-2238"
"8116991","$529,108","A","605 Blackwell Bnd","222","Alpharetta","Forsyth","5","3","1","2017","30004","Midway","Desana","W. Forsyth","Tamra J Wade","Phone: 6788042595"
"8124309","$529,900","A","1337 Bridgemill Ave","112","Canton","Cherokee","6","5","0","2000","30114-7762","Liberty","Freedom","Cherokee","MaryEllen Vanaken","Phone: 770-521-7864"
"8123871","$529,900","A","113 Kenmare Row","171","Tyrone","Fayette","5","3","1","2017","30290","R J Burch","Flat Rock","Sandy Crk","Cindy Davidson","Phone: 7704802310"
"8119268","$529,999","A","901 Ormewood Ave","32","Atlanta","Fulton","4","4","0","1999","30316","Parkside","King","MH Jksn Jr","Meredith Cleveland","Phone: 850-240-7759"
"8115999","$534,900","A","4586 Peachtree Dunwoody","132","Atlanta","Fulton","4","3","0","1955","30342","High Point","Ridgeview","Riverwood","Angellet Minard","Phone: 404-461-9824"
"8123384","$535,000","A","749 SE Clifton Rd","24","Atlanta","DeKalb","4","4","1","2015","30316","Burg Peter","King","MH Jksn Jr","Julien J Lafont",
"8122582","$535,000","A","780 Old Paper Mill Dr","83","Marietta","Cobb","4","2","1","1984","30067","Sope Creek","E Cobb","Wheeler","Martin Archacki","Phone: 678-861-8835"
"8114768","$537,240","A","1870 Secretariat Gait Way","221","Suwanee","Forsyth","5","4","0","2016","30024","Settles Br","Riverwatch","Lambert","Peter Danos","Phone: 770-840-0232"
"8125898","$537,500","A","418 Rocky Creek Grv","113","Woodstock","Cherokee","5","4","0","2011","30188","Arnld Mill","Mill Creek","River Rdg","Cathi Lund","Phone: 770-993-9572"
"8127326","$539,000","A","5202 Enniskillen Ct","62","Suwanee","Gwinnett","6","5","0","2003","30024","Riverside","N Gwinnett","N Gwinnett","Qunning Rong","Phone: 7707897101"
"8126462","$539,000","A","1374 Murrays Loch Pl","74","Kennesaw","Cobb","4","3","0","2005","30152-8284","Hayes","Pine Mnt","Knnsaw Mtn","Hicks Malonson","Phone: 770-315-9440ext. 324"
"8115373","$539,000","A","4537 Grandview Pkwy","265","Flowery Branch","Hall","6","5","0","2006","30542","Martin","C W Davis","Flwry Brnc","Dawn M Hodgson","Phone: 404-433-0580ext. 108"
"8113815","$539,000","A","13830 Belleterre Dr","13","Alpharetta","Fulton","5","3","1","1995","30004-4354","Cogburn Wd","Hopewell","Cambridge","Spotlight Realty Partners",
"8121777","$539,900","A","2185 River Cliff Dr","14","Roswell","Fulton","5","3","1","1988","30076-3905","River Eves","Holcomb Br","Centennial","Mitchell Falkin","Phone: 770-330-2374"
"8116683","$539,900","A","3820 Williams Point Dr","223","Cumming","Forsyth","5","4","0","2014","30028","Matt","Liberty","W. Forsyth","Mickey R Hyams","Phone: 6783417474"
"8118637","$539,900","A","1625 Willow Wind Ct","81","Marietta","Cobb","5","4","1","2016","30066","Nicholson","Mccleskey","Sprayberry","Paul Amina","Phone: 7709125565"
"8125219","$540,000","A","4215 River Park Ct","221","Cumming","Forsyth","5","4","1","1999","30041","Haw Creek","Lakeside","S Forsyth","Erin E Deady","Phone: 678-386-9322"
"8125148","$544,900","A","3840 Glenhurst Dr","71","Smyrna","Cobb","5","4","1","1993","30080","Nickajack","Griffin","Campbell","Elizabeth Capps","Phone: 865-567-9253"
"8121070","$544,900","A","9020 Huntcliff Trce","131","Atlanta","Fulton","4","4","1","1974","30350","Ison Sprgs","Sndy Sprg","N Springs","Stephen Freudenberg","Phone: 8438013995"
"8127507","$546,900","A","2025 Creekstone Point Dr","221","Cumming","Forsyth","4","3","0","2017","30041-6332","Shiloh Pt","Piney Grv","S Forsyth","Ellen F Fuller","Phone: 7708837124ext. 1615"
"8125383","$549,000","A","542 NE Highland Ave","21","Atlanta","Fulton","3","3","0","1920","30312-1324","Parkside","King","Grady","Mark Crouch","Phone: 678-847-3654"
"8114600","$549,000","A","1971 Fairgreen Dr","41","Stone Mountain","DeKalb","5","4","2","1987","30087-1450","Smoke Rise","Tucker","Tucker","Debbie N Scott","Phone: 770-633-0494"
"8122226","$549,500","A","3816 Apsley Ct","71","Atlanta","Cobb","3","2","1","1990","30339","Teasley","Campbell","Campbell","Janet Hardin","Phone: 404-285-1545"
"8123490","$549,900","A","942 Heathchase Dr","62","Suwanee","Gwinnett","5","4","0","2003","30024-3622","Parsons","Rchard Hll","Pchtr. Rdg","Grace S Yoon","Phone: 4045141000ext. 169"
"8124398","$549,900","A","337 Dunahoo Rd","302","Winder","Barrow","6","4","1","1987","30680","Holsenbeck","Bear Creek","Wnder Brrw","Deborah N Pharr","Phone: 7703077533"
"8116436","$549,900","A","388 Grant Park Pl","32","Atlanta","Fulton","3","3","0","1987","30315-1442","Parkside","King","MH Jksn Jr","Dave Edmondson","Phone: 770-241-9948"
"8127736","$549,900","A","5920 Rogers Rd","222","Cumming","Forsyth","5","5","0","2016","30040","Midway","Vickery Cr","W. Forsyth","Susan J Powell","Phone: 4046351010ext. 0"
"8135566","$549,900","A","960 Gardiner Cir","221","Suwanee","Forsyth","6","5","1","2007","30024-1234","Johns Crk","Riverwatch","Lambert","Vishali Kodela","Phone: 6786993801"
"8114192","$549,900","A","1784 Farmland Dr","74","Acworth","Cobb","5","5","0","2017","30101","Ford","Durham","Harrison","Karen Hughes","Phone: 770-722-4188"
"8113682","$550,000","A","3631 Sunset Point Dr","262","Gainesville","Hall","5","5","0","2007","30506-5003","Sardis","Chestatee","Chestatee","Beverly Knight","Phone: 770-536-4416"
"8113904","$550,000","A","3198 Cochise Dr","71","Atlanta","Cobb","5","4","0","1971","30339","Teasley","Campbell","Campbell","Alexandra Imerman","Phone: 4043101164"
"8131702","$550,000","A","2043 Cambridge Ave","31","College Park","Fulton","4","4","1","2017","30337","College Pk","Woodland","Banneker","Susan Vellegas","Phone: 678-431-2171"
"8126728","$550,000","A","205 Marsh Glen Pt","131","Atlanta","Fulton","5","3","1","1982","30328-1830","Spaldng Dr","Sndy Sprg","N Springs","Marcia Constable","Phone: 6784674148"
"8125158","$550,000","A","2324 Reubens Run","74","Marietta","Cobb","7","4","1","2002","30064","Hayes","Pine Mnt","Knnsaw Mtn","Blake Surber","Phone: 770-527-6362"
"8125107","$550,000","A","30 Stewart Dr","132","Atlanta","Fulton","4","3","1","1981","30342","Lake Frst","Ridgeview","Riverwood","Kimberly Foley","Phone: 4049153185"
"8117820","$550,000","A","4231 Tattnall Run","74","Acworth","Cobb","5","4","1","2005","30101-9559","Pickett Ml","Durham","Allatoona","Jennifer Reed","Phone: 770-529-7780"
"8123117","$550,000","A","2340 Welton Pl","121","Dunwoody","DeKalb","5","4","0","1975","30338-5345","Kingsley","Peachtree","Dunwoody","Lucretia T Farley","Phone: 770-653-2035"
"8122636","$550,000","A","2665 Spalding Dr","121","Atlanta","Fulton","6","4","1","1980","30350-3736","Dunwdy Sp","Sndy Sprg","N Springs","Robin Blass","Phone: 770-804-6226ext. 226"
"8121077","$550,000","A","2359 Tayside Xing","74","Kennesaw","Cobb","5","4","0","2007","30152","Hayes","Pine Mnt","Knnsaw Mtn","Cheri O'Connor","Phone: 678-631-1834"
"8115416","$554,500","A","4230 Mayapple Ct","61","Peachtree Corners","Gwinnett","4","3","2","1986","30092-1315","Simpson","Pnckneyvil","Norcross","Doug Ferguson","Phone: 770-446-5111"
"8124271","$555,000","A","9030 River Run","131","Sandy Springs","Fulton","4","4","0","1966","30350","Ison Sprgs","Sndy Sprg","N Springs","Katie Brinkman","Phone: 770-804-6217"
